Timestamp,Direction,Expiration,Usage,Node Role,Node Abbrev,Full ID,Country,IP Address
4/19/2025 2:38,Outbound,4 min,11KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.xxx.xxx.77
4/19/2025 2:38,Outbound,4 min,11KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.xxx.xxx
4/19/2025 2:39,Inbound,7 min,5KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.xxx.xxx.108
4/19/2025 2:39,Inbound,7 min,5KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.116.xxx.xxx
4/19/2025 2:39,Inbound,7 min,5KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.45.109.xxx
4/19/2025 2:39,Outbound,3 min,14KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:39,Outbound,3 min,14KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.xxx.xxx.77
4/19/2025 2:39,Outbound,3 min,14KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.138.xxx
4/19/2025 2:40,Inbound,6 min,8KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.124.132.xxx
4/19/2025 2:40,Inbound,6 min,8KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.116.xxx.xxx
4/19/2025 2:40,Inbound,6 min,8KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.45.109.xxx
4/19/2025 2:40,Outbound,2 min,17KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:40,Outbound,2 min,17KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.123.xxx.xxx
4/19/2025 2:40,Outbound,2 min,17KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.xxx.xxx
4/19/2025 2:41,Inbound,5 min,10KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.124.xxx.xxx
4/19/2025 2:41,Inbound,5 min,10KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.116.xxx.xxx
4/19/2025 2:41,Inbound,5 min,10KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.xxx.xxx.122;2a03:4000:6:2784
4/19/2025 2:41,Outbound,86 sec,19KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:41,Outbound,86 sec,19KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.xxx.xxx.77
4/19/2025 2:41,Outbound,86 sec,19KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.xxx.xxx
4/19/2025 2:42,Inbound,4 min,13KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.xxx.xxx.108
4/19/2025 2:42,Inbound,4 min,13KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.116.xxx.xxx
4/19/2025 2:42,Inbound,4 min,13KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.xxx.xxx.122;2a03:4000:6:2784
4/19/2025 2:42,Outbound,26 sec,21KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:42,Outbound,26 sec,21KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.123.xxx.xxx
4/19/2025 2:42,Outbound,26 sec,21KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.xxx.xxx
4/19/2025 2:43,Inbound,3 min,16KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.124.132.xxx
4/19/2025 2:43,Inbound,3 min,16KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.116.xxx.xxx
4/19/2025 2:43,Inbound,3 min,16KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.45.109.xxx
4/19/2025 2:43,Outbound,7 min,3KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:43,Outbound,7 min,3KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.123.xxx.xxx
4/19/2025 2:43,Outbound,7 min,3KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.xxx.xxx.162
4/19/2025 2:44,Inbound,2 min,19KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.xxx.xxx.108
4/19/2025 2:44,Inbound,2 min,19KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.xxx.xxx.81;2a0c:5a85:5105:8100:e016:b3f2:688a:927c
4/19/2025 2:44,Inbound,2 min,19KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.45.109.xxx
4/19/2025 2:44,Outbound,6 min,6KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:44,Outbound,6 min,6KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.123.xxx.xxx
4/19/2025 2:44,Outbound,6 min,6KiB,Endpoint,5cZB,5cZB2~mVEkllOTZYDykzWAbBiOonRo06vj1qQinB9iA=,Russian Federation,5.130.138.xxx
4/19/2025 2:45,Inbound,67 sec,21KiB,Gateway,TC2h,TC2hl5lXa8Rom9jfVXZh7pOBuyHc1YZBSJKjWAAsltM=,Russian Federation,92.124.132.xxx
4/19/2025 2:45,Inbound,67 sec,21KiB,Participant,m4~Q,m4~QRCQiq6mNUPDlw0fJG6CUec3h7275M18UzIusMcA=,Spain,79.xxx.xxx.81;2a0c:5a85:5105:8100:e016:b3f2:688a:927c
4/19/2025 2:45,Inbound,67 sec,21KiB,Endpoint,yuRK,yuRKelPQRe-JnPpIKaFspgjRtttuZJhJGkzkwQC3CHs=,Germany,5.45.109.xxx
4/19/2025 2:45,Outbound,5 min,8KiB,Gateway,Unknown,Unknown,Unknown,Unknown
4/19/2025 2:45,Outbound,5 min,8KiB,Participant,ItY7,ItY7Zu0r3kaMQPKwDAugeMVHuUZz0UzEUtmLbgmRtcA=,Moldova,176.xxx.xxx.77
